com.model.d3.D3Graph@fcc5b1Atype	Agroup	Aid	Aname	Btype	Bgroup	Bid	Bname
gene	IMMUNE DISEASES	TNFSF13B	null	ppi	ppi	24099	24099
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0002359	abnormal spleen germinal center morphology
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0010213	abnormal circulating fibrinogen level
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0010210	abnormal circulating cytokine level
gene	IMMUNE DISEASES	ICOS	null	mp	MP:0005387	MP:0002217	small lymph nodes
mp	MP:0005387	MP:0004940	abnormal B-1 B cell morphology	mp	MP:0005387	MP:0008164	abnormal B-1a B cell morphology
mp	MP:0005387	MP:0004940	abnormal B-1 B cell morphology	mp	MP:0005387	MP:0008165	abnormal B-1b B cell morphology
gene	IMMUNE DISEASES	HIST2H2BE	null	ppi	ppi	319190	319190
gene	IMMUNE DISEASES	CD40	null	ppi	ppi	21939	21939
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008634	abnormal circulating interleukin-18 level
gene	IMMUNE DISEASES	FASL	null	mp	MP:0005387	MP:0001862	interstitial pneumonia
mp	MP:0005387	MP:0008628	abnormal circulating interleukin-9 level	mp	MP:0005387	MP:0008629	increased circulating interleukin-9 level
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008631	abnormal circulating interleukin-16 level
gene	IMMUNE DISEASES	C4B	null	mp	MP:0005387	MP:0004762	increased anti-double stranded DNA antibody level
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	HIST4H4	null
gene	IMMUNE DISEASES	TNF	null	ppi	ppi	21926	21926
mp	MP:0005387	MP:0008653	abnormal interleukin-1 alpha secretion	mp	MP:0005387	MP:0008655	decreased interleukin-1 alpha secretion
mp	MP:0005387	MP:0008744	abnormal B cell anergy	mp	MP:0005387	MP:0008746	abnormal peripheral B cell anergy
mp	MP:0005387	MP:0008744	abnormal B cell anergy	mp	MP:0005387	MP:0008745	abnormal central B cell anergy
mp	MP:0005387	MP:0008598	abnormal circulating interleukin-2 level	mp	MP:0005387	MP:0008599	increased circulating interleukin-2 level
mp	MP:0005387	MP:0008653	abnormal interleukin-1 alpha secretion	mp	MP:0005387	MP:0008654	increased interleukin-1 alpha secretion
mp	MP:0005387	MP:0008073	abnormal CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0013156	abnormal KLRG1+ CD4 alpha beta T cell number
gene	IMMUNE DISEASES	C1QA	null	mp	MP:0005387	MP:0004796	increased anti-histone antibody level
mp	MP:0005387	MP:0011713	abnormal circulating interleukin-8 level	mp	MP:0005387	MP:0011714	increased circulating interleukin-8 level
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0000222	decreased neutrophil cell number
mp	MP:0005387	MP:0011713	abnormal circulating interleukin-8 level	mp	MP:0005387	MP:0011715	decreased circulating interleukin-8 level
gene	IMMUNE DISEASES	C1QA	null	mp	MP:0005387	MP:0004794	increased anti-nuclear antigen antibody level
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	H2-AB1	null
gene	IMMUNE DISEASES	ATP6V1B1	null	ppi	ppi	110935	110935
mp	MP:0005387	MP:0008548	abnormal circulating interferon level	mp	MP:0005387	MP:0008549	abnormal circulating interferon-alpha level
mp	MP:0005387	MP:0003726	decreased autoantibody level	mp	MP:0005387	MP:0002870	decreased anti-insulin autoantibody level
gene	IMMUNE DISEASES	TSHR	null	mp	MP:0005387	MP:0008186	increased pro-B cell number
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008713	abnormal cytokine level
mp	MP:0005387	MP:0005027	increased susceptibility to parasitic infection	mp	MP:0005387	MP:0010750	increased susceptibility to parasitic infection induced morbidity/mortality
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	ZAP70	null
mp	MP:0005387	MP:0013296	abnormal susceptibility to induced colitis	mp	MP:0005387	MP:0013297	abnormal susceptibility to colitis induced morbidity/mortality
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008646	abnormal circulating interleukin-12b level
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IFNA13	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IFNA12	null
gene	IMMUNE DISEASES	C4B	null	ppi	ppi	12268	12268
gene	IMMUNE DISEASES	CD86	null	mp	MP:0005387	MP:0005095	decreased T cell proliferation
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IFNA15	null
gene	IMMUNE DISEASES	CD86	null	mp	MP:0005387	MP:0005094	abnormal T cell proliferation
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IFNA14	null
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	FAS	null
mp	MP:0005387	MP:0008048	abnormal memory T cell number	mp	MP:0005387	MP:0012769	abnormal CD4-positive, alpha-beta memory T cell number
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IFNA11	null
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0008827	abnormal thymus cell ratio
mp	MP:0005387	MP:0008692	abnormal interleukin-23a secretion	mp	MP:0005387	MP:0008694	decreased interleukin-23a secretion
mp	MP:0005387	MP:0008692	abnormal interleukin-23a secretion	mp	MP:0005387	MP:0008693	increased interleukin-23a secretion
gene	IMMUNE DISEASES	AIRE	null	mp	MP:0005387	MP:0008721	abnormal chemokine level
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0003945	abnormal lymphocyte physiology
gene	IMMUNE DISEASES	ATP6V1D	null	ppi	ppi	73834	73834
gene	IMMUNE DISEASES	STAT1	null	ppi	ppi	20846	20846
gene	IMMUNE DISEASES	GM14474	null	ppi	ppi	100042927	100042927
mp	MP:0005387	MP:0002435	abnormal effector T cell morphology	mp	MP:0005387	MP:0008081	abnormal single-positive T cell number
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0008484	decreased spleen germinal center size
gene	IMMUNE DISEASES	H2AFB3	null	ppi	ppi	624957	624957
mp	MP:0005387	MP:0003691	abnormal microglial cell physiology	mp	MP:0005387	MP:0010762	abnormal microglial cell activation
mp	MP:0005387	MP:0001601	abnormal myelopoiesis	mp	MP:0005387	MP:0005462	abnormal mast cell differentiation
gene	IMMUNE DISEASES	CD86	null	mp	MP:0005387	MP:0004803	increased susceptibility to autoimmune diabetes
mp	MP:0005387	MP:0009340	abnormal splenocyte apoptosis	mp	MP:0005387	MP:0009322	increased splenocyte apoptosis
gene	IMMUNE DISEASES	RFXAP	null	ppi	ppi	170767	170767
gene	IMMUNE DISEASES	STAT4	null	ppi	ppi	20849	20849
gene	IMMUNE DISEASES	ORAI1	null	ppi	ppi	109305	109305
mp	MP:0005387	MP:0001870	salivary gland inflammation	mp	MP:0005387	MP:0008879	submandibular gland inflammation
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	H2-DMB2	null
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0000322	increased granulocyte number
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	H2-DMB1	null
mp	MP:0005387	MP:0004947	skin inflammation	mp	MP:0005387	MP:0001194	dermatitis
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0009791	increased susceptibility to viral infection induced morbidity/mortality
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0003799	impaired macrophage chemotaxis
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0003725	increased autoantibody level
mp	MP:0005387	MP:0008686	abnormal interleukin-2 secretion	mp	MP:0005387	MP:0008688	decreased interleukin-2 secretion
gene	IMMUNE DISEASES	RAG2	null	mp	MP:0005387	MP:0003080	increased natural killer cell mediated cytotoxicity
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	RORA	null
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0003724	increased susceptibility to induced arthritis
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	RORC	null
gene	IMMUNE DISEASES	H2-DMB2	null	ppi	ppi	15000	15000
gene	IMMUNE DISEASES	FASL	null	mp	MP:0005387	MP:0002494	increased IgM level
gene	IMMUNE DISEASES	FASL	null	mp	MP:0005387	MP:0002495	increased IgA level
mp	MP:0005387	MP:0008686	abnormal interleukin-2 secretion	mp	MP:0005387	MP:0008687	increased interleukin-2 secretion
gene	IMMUNE DISEASES	FASL	null	mp	MP:0005387	MP:0002493	increased IgG level
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.2	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.1	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.4	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.3	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.6	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-M10.5	null
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GRIN2A	null
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	CIITA	null
mp	MP:0005387	MP:0000136	abnormal microglial cell morphology	mp	MP:0005387	MP:0008918	microgliosis
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GRIN2B	null
gene	IMMUNE DISEASES	FOS	null	ppi	ppi	14281	14281
gene	IMMUNE DISEASES	H2-OB	null	ppi	ppi	15002	15002
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0008482	decreased spleen germinal center number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6AP1	null
gene	IMMUNE DISEASES	HIST3H2BB-PS	null	ppi	ppi	382522	382522
mp	MP:0005387	MP:0002444	abnormal T cell physiology	mp	MP:0005387	MP:0001828	abnormal T cell activation
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ITGB2L	null
gene	IMMUNE DISEASES	IFNGR2	null	ppi	ppi	15980	15980
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CXCL5	null
gene	IMMUNE DISEASES	H2-AA	null	ppi	ppi	14960	14960
mp	MP:0005387	MP:0008555	abnormal interferon secretion	mp	MP:0005387	MP:0008559	abnormal interferon-gamma secretion
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0008758	abnormal T cell receptor beta chain V(D)J recombination
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL10	null
mp	MP:0005387	MP:0008347	decreased gamma-delta T cell number	mp	MP:0005387	MP:0013417	decreased memory-marker gamma-delta T cell number
gene	IMMUNE DISEASES	IFNGR2	null	mp	MP:0005387	MP:0004804	decreased susceptibility to autoimmune diabetes
gene	IMMUNE DISEASES	AIRE	null	mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology
gene	IMMUNE DISEASES	C1QA	null	mp	MP:0005387	MP:0002412	increased susceptibility to bacterial infection
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL13	null
gene	IMMUNE DISEASES	AIRE	null	ppi	ppi	11634	11634
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0008596	increased circulating interleukin-6 level
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0008484	decreased spleen germinal center size
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0008482	decreased spleen germinal center number
mp	MP:0005387	MP:0020183	altered susceptibility to fungal infection	mp	MP:0005387	MP:0005398	decreased susceptibility to fungal infection
mp	MP:0005387	MP:0020183	altered susceptibility to fungal infection	mp	MP:0005387	MP:0005399	increased susceptibility to fungal infection
mp	MP:0005387	MP:0002224	abnormal spleen size	mp	MP:0005387	MP:0004951	abnormal spleen weight
gene	IMMUNE DISEASES	ICOS	null	ppi	ppi	54167	54167
mp	MP:0005387	MP:0008555	abnormal interferon secretion	mp	MP:0005387	MP:0008558	abnormal interferon-beta secretion
mp	MP:0005387	MP:0008555	abnormal interferon secretion	mp	MP:0005387	MP:0008557	abnormal interferon-alpha secretion
mp	MP:0005387	MP:0008246	abnormal leukocyte morphology	mp	MP:0005387	MP:0008247	abnormal mononuclear cell morphology
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008607	abnormal circulating interleukin-13 level
mp	MP:0005387	MP:0001805	decreased IgG level	mp	MP:0005387	MP:0008498	decreased IgG3 level
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL21	null
mp	MP:0005387	MP:0001805	decreased IgG level	mp	MP:0005387	MP:0008497	decreased IgG2b level
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL22	null
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008604	abnormal circulating interleukin-7 level
mp	MP:0005387	MP:0008549	abnormal circulating interferon-alpha level	mp	MP:0005387	MP:0008573	increased circulating interferon-alpha level
mp	MP:0005387	MP:0008549	abnormal circulating interferon-alpha level	mp	MP:0005387	MP:0008574	decreased circulating interferon-alpha level
gene	IMMUNE DISEASES	HIST1H2AP	null	ppi	ppi	319171	319171
gene	IMMUNE DISEASES	CD86	null	mp	MP:0005387	MP:0004804	decreased susceptibility to autoimmune diabetes
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0000218	increased leukocyte cell number
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0008760	abnormal immunoglobulin heavy chain V(D)J recombination
mp	MP:0005387	MP:0001805	decreased IgG level	mp	MP:0005387	MP:0008496	decreased IgG2a level
mp	MP:0005387	MP:0001805	decreased IgG level	mp	MP:0005387	MP:0008495	decreased IgG1 level
mp	MP:0005387	MP:0000691	enlarged spleen	mp	MP:0005387	MP:0000693	spleen hyperplasia
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	H2-OB	null
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0008593	increased circulating interleukin-10 level
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL1A	null
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0008498	decreased IgG3 level
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL1B	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	H2-OA	null
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0002352	abnormal popliteal lymph node morphology
mp	MP:0005387	MP:0008588	abnormal circulating interleukin level	mp	MP:0005387	MP:0008601	abnormal circulating interleukin-4 level
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL18	null
mp	MP:0005387	MP:0003009	abnormal cytokine secretion	mp	MP:0005387	MP:0008568	abnormal interleukin secretion
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0000688	lymphoid hyperplasia
gene	IMMUNE DISEASES	MMP1A	null	ppi	ppi	83995	83995
mp	MP:0005387	MP:0001194	dermatitis	mp	MP:0005387	MP:0003454	erythroderma
mp	MP:0005387	MP:0008556	abnormal tumor necrosis factor secretion	mp	MP:0005387	MP:0008561	decreased tumor necrosis factor secretion
mp	MP:0005387	MP:0000217	abnormal leukocyte cell number	mp	MP:0005387	MP:0008123	abnormal plasmacytoid dendritic cell number
gene	IMMUNE DISEASES	IL4RA	null	mp	MP:0005387	MP:0000220	increased monocyte cell number
mp	MP:0005387	MP:0008200	decreased follicular dendritic cell number	mp	MP:0005387	MP:0008201	absent follicular dendritic cells
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0008470	abnormal spleen B cell follicle morphology
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0002432	abnormal CD4-positive, alpha beta T cell morphology
ppi	ppi	20371	20371	ppi	ppi	18018	18018
mp	MP:0005387	MP:0008347	decreased gamma-delta T cell number	mp	MP:0005387	MP:0008348	absent gamma-delta T cells
gene	IMMUNE DISEASES	AIRE	null	mp	MP:0005387	MP:0003644	thymus atrophy
mp	MP:0005387	MP:0008556	abnormal tumor necrosis factor secretion	mp	MP:0005387	MP:0008560	increased tumor necrosis factor secretion
mp	MP:0005387	MP:0008075	decreased CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0013158	decreased KLRG1+ CD4 alpha beta T cell number
mp	MP:0005387	MP:0012440	abnormal neutrophil cell number	mp	MP:0005387	MP:0000222	decreased neutrophil cell number
mp	MP:0005387	MP:0008037	abnormal T cell morphology	mp	MP:0005387	MP:0008894	abnormal intraepithelial T cell morphology
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0008479	decreased spleen white pulp amount
gene	IMMUNE DISEASES	TSHR	null	mp	MP:0005387	MP:0005017	decreased B cell number
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0008478	increased spleen white pulp amount
gene	IMMUNE DISEASES	SMAD3	null	mp	MP:0005387	MP:0003560	osteoarthritis
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	IL10	null
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	CD40	null
gene	IMMUNE DISEASES	HIST1H2AN	null	ppi	ppi	319170	319170
mp	MP:0005387	MP:0012440	abnormal neutrophil cell number	mp	MP:0005387	MP:0000219	increased neutrophil cell number
gene	IMMUNE DISEASES	H2-T23	null	ppi	ppi	15040	15040
mp	MP:0005387	MP:0008619	abnormal circulating interleukin-23 level	mp	MP:0005387	MP:0008649	abnormal circulating interleukin-23a level
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0001829	increased activated T cell number
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0002446	abnormal macrophage morphology
mp	MP:0005387	MP:0009626	abnormal celiac lymph node morphology	mp	MP:0005387	MP:0005047	enlarged celiac lymph nodes
mp	MP:0005387	MP:0010210	abnormal circulating cytokine level	mp	MP:0005387	MP:0010209	abnormal circulating chemokine level
mp	MP:0005387	MP:0011566	abnormal complement protein level	mp	MP:0005387	MP:0012608	abnormal complement C5 level
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	H2-DMA	null
gene	IMMUNE DISEASES	RFXANK	null	ppi	ppi	19727	19727
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0002145	abnormal T cell differentiation
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008688	decreased interleukin-2 secretion
mp	MP:0005387	MP:0008184	abnormal naive B cell morphology	mp	MP:0005387	MP:0008185	decreased naive B cell number
gene	IMMUNE DISEASES	HIST1H2AB	null	ppi	ppi	319172	319172
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0005046	absent spleen white pulp
gene	IMMUNE DISEASES	JAK3	null	mp	MP:0005387	MP:0008246	abnormal leukocyte morphology
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	KLRD1	null
mp	MP:0005387	MP:0005671	abnormal response to transplant	mp	MP:0005387	MP:0005673	decreased susceptibility to graft versus host disease
mp	MP:0005387	MP:0005671	abnormal response to transplant	mp	MP:0005387	MP:0005672	increased susceptibility to graft versus host disease
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	CD3D	null
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	CD3E	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0000691	enlarged spleen
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL4RA	null
mp	MP:0005387	MP:0011719	abnormal natural killer cell mediated cytotoxicity	mp	MP:0005387	MP:0005070	impaired natural killer cell mediated cytotoxicity
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1D	null
mp	MP:0005387	MP:0000322	increased granulocyte number	mp	MP:0005387	MP:0000324	increased mast cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1A	null
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL12RB1	null
mp	MP:0005387	MP:0002407	abnormal double-negative T cell morphology	mp	MP:0005387	MP:0005089	decreased double-negative T cell number
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL12RB2	null
mp	MP:0005387	MP:0008214	increased immature B cell number	mp	MP:0005387	MP:0008189	increased transitional stage B cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1F	null
ppi	ppi	140494	140494	ppi	ppi	242341	242341
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1H	null
gene	IMMUNE DISEASES	ATP6V1B2	null	ppi	ppi	11966	11966
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	KLRC1	null
mp	MP:0005387	MP:0008247	abnormal mononuclear cell morphology	mp	MP:0005387	MP:0008248	abnormal mononuclear phagocyte morphology
mp	MP:0005387	MP:0008680	abnormal interleukin-17 secretion	mp	MP:0005387	MP:0008681	increased interleukin-17 secretion
mp	MP:0005387	MP:0008077	abnormal CD8-positive, alpha-beta T cell number	mp	MP:0005387	MP:0013434	abnormal CD8-positive, naive alpha-beta T cell number
gene	IMMUNE DISEASES	TRIM21	null	ppi	ppi	20821	20821
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	H2-AA	null
pathway	HUMAN DISEASES	mmu05310	ASTHMA	gene	IMMUNE DISEASES	CCL11	null
gene	IMMUNE DISEASES	ACTN4	null	mp	MP:0005387	MP:0011826	increased lymphocyte chemotaxis
mp	MP:0005387	MP:0009258	abnormal thymocyte apoptosis	mp	MP:0005387	MP:0009542	decreased thymocyte apoptosis
gene	IMMUNE DISEASES	HIST1H2AO	null	ppi	ppi	665433	665433
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V0C	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V0B	null
gene	IMMUNE DISEASES	PRG2	null	ppi	ppi	19074	19074
